,0,1,2,3,4,5,6,7,8,9,10
990,<|startoftext|>,Nymphs are the youngsters and they are white when they begin their lives.,<|and|>,"The nymphs moult four to six times before they develop their final adult form, becoming larger after each moult.",<|notmiddleterm|>,are the youngsters and they are white when they begin their lives.,<|and|>,"The moult four to six times before they develop their final adult form, becoming larger after each moult.",<|so|>,"The youngsters which are white when they begin their lives moult four to six times before they develop their final adult form, becoming larger after each moult.",<|endoftext|>
547,<|startoftext|>,prices push up when the value of currency decreases,<|and|>,During an inflationary cycle the same amount of money buys less than it did before,<|notmiddleterm|>,prices push up when ,<|and|>,During an inflationary cycle ,<|so|>,Prices push up during an inflationary cycle,<|endoftext|>
624,<|startoftext|>,Creativity is mostly found in works that are done without supervision,<|and|>,Freely Completing a task is possible in high trust environments,<|notmiddleterm|>,Creativity is mostly found in that ,<|and|>,is possible in high trust environments,<|so|>,Creativity is mostly found in works that are done in high trust environments,<|endoftext|>
1267,<|startoftext|>,Breakfast means you are breaking your fast after certain hours of not eating.,<|and|>,"For maximum absorption, it’s best to take iron on an empty stomach.",<|notmiddleterm|>,Breakfast means you are breaking your fast after ,<|and|>,"For maximum absorption, it’s best to take iron on an",<|so|>,It’s best to use iron supplements before breakfast.,<|endoftext|>
1242,<|startoftext|>,The government must make land available according priority to those whose need is greatest.,<|and|>,There is a woeful lack of affordable homes in rural areas.,<|notmiddleterm|>,The government must make available according priority ,<|and|>,There is a woeful  in rural areas.,<|so|>,The government must make land available in rural areas.,<|endoftext|>
576,<|startoftext|>,Poverty encourages quarrels among family members,<|and|>,Many marriages break up due to constant arguing in house,<|notmiddleterm|>,Poverty encourages among members,<|and|>,Many marriages break up due to constant in ,<|so|>,Many marriages break up due to poverty,<|endoftext|>
704,<|startoftext|>,An online ordering system gives precise information about the cash flow in the restaurant,<|and|>,If you get to keep track of costs in your restaurant you can keep a track on profitability,<|notmiddleterm|>,An online ordering system gives the ,<|and|>,If you get toyour you can keep a track on profitability,<|so|>,You can keep track on profitability with an online ordering system,<|endoftext|>
2332,<|startoftext|>,The facility of child fostering might be of importance to parents traveling with their babies,<|and|>,It's often easier to care for children while traveling by train,<|notmiddleterm|>, might be of importance to parents traveling with their babies,<|and|>,It's often  while traveling by train,<|so|>,It might be of importance to parents traveling with their babies to travel by trains,<|endoftext|>
1845,<|startoftext|>,Welded joints asserts the safety of structural elements.,<|and|>,Workers are responsible for welding the joints of the structure skeleton.,<|notmiddleterm|>, asserts the safety of,<|and|>,Workers are responsible for ,<|so|>,Workers guarantee the safety of structural elements.,<|endoftext|>
1122,<|startoftext|>,"Sugary foods are worse at providing satiety, or a sense of fullness.",<|and|>,"When a food are worse at providing satiety, or a sense of fullness, it is not suitable for first meal.",<|notmiddleterm|>,Sugary foods ,<|and|>,When a food  it is not suitable for first meal.,<|so|>,Sugary foods are not suitable for first meal.,<|endoftext|>
2140,<|startoftext|>,Being stressed out damages the neural system of body.,<|and|>,Overthinking generates stress in person’s mind.,<|notmiddleterm|>,damages the neural system of body.,<|and|>,Overthinking,<|so|>,Overthinking damages the neural system of body.,<|endoftext|>
1277,<|startoftext|>,Insulin resistance is strongly linked to non-alcoholic fatty liver disease.,<|and|>,"Sugar, when consumed in large amounts, can drive insulin resistance in the body.",<|notmiddleterm|>, is strongly linked to non-alcoholic fatty liver disease.,<|and|>,"Sugar, when consumed in large amounts, can drive in the body.",<|so|>,Consuming sugary drinks often leads to non-alcoholic fatty liver disease.,<|endoftext|>
2536,<|startoftext|>,maintenance is the factor that determines the cost effectiveness of building components,<|and|>,copper usually does not need to be replaced during the life of a building,<|notmiddleterm|>,is the factor that determines the cost effectiveness of components,<|and|>,copper usually does,<|so|>,copper is a cost-effective building component,<|endoftext|>
134,<|startoftext|>,Computer hackers can get access to databases of a software.,<|and|>,In software’s databases there is personal information of users.,<|notmiddleterm|>,Computer hackers can get access to ,<|and|>, there is personal information of users.,<|so|>,Computer hackers can get access to personal information of users.,<|endoftext|>
822,<|startoftext|>,For protecting the brain against oxidative stress we should have a plan for doing meditation during weeks.,<|and|>,"As neurodegenerative disorders such as Alzheimer’s and Parkinson’s are caused by the effects of free radicals, it is important to protect the brain against oxidative stress",<|notmiddleterm|>,For  we should have a plan for doing meditation during weeks.,<|and|>,"As neurodegenerative disorders such as Alzheimer’s and Parkinson’s are caused by the effects of free radicals, it is important to",<|so|>,"As neurodegenerative disorders such as Alzheimer’s and Parkinson’s are caused by the effects of free radicals, it is important to have a plan for doing meditation during weeks",<|endoftext|>
2501,<|startoftext|>,"Traditional methods involve filtering, staining, and examining samples under a microscope",<|and|>,Sewage can be monitored for both disease-causing and benign organisms with conventional techniques,<|notmiddleterm|>," involve filtering, staining, and examining samples under a microscope",<|and|>,Sewage can be monitored for both disease-causing and benign organisms with ,<|so|>,"Sewage can be monitored for both disease-causing and benign organisms with filtering, staining, and examining samples under a microscop",<|endoftext|>
2186,<|startoftext|>,Microsoft introduced Office program for Windows users.,<|and|>,Birth of Office program assisted users on pursuing their tasks with remarkably high comfort.,<|notmiddleterm|>,Microsoft  for Windows users.,<|and|>,assisted users on pursuing their tasks with remarkably high comfort.,<|so|>,Microsoft assisted users on pursuing their tasks with remarkably high comfort.,<|endoftext|>
1199,<|startoftext|>,Extraverts are most likely people to be assertive.,<|and|>,Confident people know that asking other people for help won’t make them seem weak or unintelligent.,<|notmiddleterm|>,Extraverts are most likely to be .,<|and|>, know that asking other for help won’t make them seem weak or unintelligent.,<|so|>,Extravertive people are know that asking other people for help won’t make them seem weak or unintelligent.,<|endoftext|>
2008,<|startoftext|>,More focus on the training helps professional athletes to get better results.,<|and|>,Having sponsorship funding allows professional athletes to focus more on the training.,<|notmiddleterm|>, helps professional athletes to get better results.,<|and|>,Having sponsorship funding allows professional athletes to ,<|so|>,Having sponsorship funding helps professional athletes to get better results.,<|endoftext|>
915,<|startoftext|>,Fuel for cooking is lit to provide heat and a flame for cooking.,<|and|>,In some cultures dung from domestic cows or buffalo is routinely collected and dried for fuel for cooking.,<|notmiddleterm|>, is lit to provide heat and a flame for .,<|and|>,In some cultures dung from domestic cows or buffalo is routinely collected and dried for ,<|so|>,In some cultures dung from domestic cows or buffalo is routinely collected and dried for being lit to provide heat and a flame for cooking.,<|endoftext|>
138,<|startoftext|>,"better airstream and an extensive microbic variety, demonstrated some evidence of beneficial outcomes",<|and|>,Open windows in patient rooms improve airflow and provide a wider range microbial diversity,<|notmiddleterm|>,", demonstrated some evidence of beneficial outcomes",<|and|>,Open windows in patient rooms ,<|so|>,Open windows in patient rooms demonstrated some evidence of beneficial outcomes,<|endoftext|>
728,<|startoftext|>,Catechins are natural antioxidants that help prevent cell damage,<|and|>,Green tea includes a large amount of a catechin called EGCG,<|notmiddleterm|>,are natural antioxidants that help prevent cell damage,<|and|>,Green tea includes a large amount of a called EGCG,<|so|>,Green tea helps prevent cell damage,<|endoftext|>
2472,<|startoftext|>,Natural light during both the morning and evening has been shown to increase concentration,<|and|>,Enhanced attention is known to fight the feelings of fogginess,<|notmiddleterm|>,Natural light during both the morning and evening has been shown to ,<|and|>, is known to fight the feelings of fogginess,<|so|>,Natural light during both the morning and evening is known to fight the feelings of fogginess,<|endoftext|>
2482,<|startoftext|>,Half of over all experience comes from unpleasantness of your staff,<|and|>,"Nasty remarks, laughing at the guests, or even getting into an argument with hotel guests are some examples of annoying employees",<|notmiddleterm|>,Half of over all experience comes from,<|and|>,"Nasty remarks, laughing at the guests, or even getting into an argument with hotel guests are some",<|so|>,"Half of over all experience comes from nasty remarks, laughing at the guests or even getting into an argument with hotel guests by your staff",<|endoftext|>
2652,<|startoftext|>,the extra vulnerablity of some stones to corrosion happens by the reason of different areas of weakness in them,<|and|>,Sea caves are formed since certain rock beds are more susceptible to erosion than the surrounding rock beds,<|notmiddleterm|>, happens by the reason of different areas of weakness in them,<|and|>,Sea caves are formed since certain bedsthan the surrounding rock beds,<|so|>,Sea caves are made because certain rock beds areas of weakness are different from those of the surrounding rock beds,<|endoftext|>
706,<|startoftext|>,Examining customer desires can bring about a tailored experience for everyone,<|and|>,In-house solutions allow you to analyze customer preferences in depth,<|notmiddleterm|>, can bring about a tailored experience for everyone,<|and|>,In-house solutions allow you to in depth,<|so|>,In-house solutions bring about a tailored experience for everyone,<|endoftext|>
411,<|startoftext|>,this route will have two more extra lines,<|and|>,extra lines help a lot with improving the traffic flow,<|notmiddleterm|>,this route will have two more ,<|and|>,help a lot with improving the traffic flow,<|so|>,this route will have improved traffic flow,<|endoftext|>
307,<|startoftext|>,"science, technology and innovation had the potential to become a form of ODA.",<|and|>,Official development assistance (ODA) is defined as government aid designed to promote the economic development and welfare of developing countries,<|notmiddleterm|>,"science, technology innovation had the potential to become a form of .",<|and|>, is defined as government aid designed to promote the economic development welfare of developing countries,<|so|>,"Science, Technology and Innovation can promote the economic development and welfare of developing countries",<|endoftext|>
53,<|startoftext|>,"When water is heated, the molecules move quickly.",<|and|>,sharp movement in molecules of water can lead to boiling.,<|notmiddleterm|>,When water is heated,<|and|>,can lead to boiling.,<|so|>,heating the water can lead to boiling,<|endoftext|>
1097,<|startoftext|>,The extra fluid and extra strain on the delicate blood vessels leading to the kidneys cause kidney disease.,<|and|>,"Kidney disease reduces kindney's ability to filter out unwanted and toxic waste products, which then start to build up in the body.",<|notmiddleterm|>,The extra fluid and extra strain on the delicate blood vessels leading to the kidneys cause ,<|and|>," reduces kindney's ability to filter out unwanted and toxic waste products, which then start to build up in the body.",<|so|>,"The extra fluid and extra strain on the delicate blood vessels leading to reduces kindney's ability to filter out unwanted and toxic waste products, which then start to build up in the body.",<|endoftext|>
967,<|startoftext|>,"When you stress, research has shown that there is an increased release of cortisol.",<|and|>,Cortisol is a hormone that affects your brain.,<|notmiddleterm|>,"When you stress, research has shown that there is an increased release of .",<|and|>,is a hormone that affects your brain.,<|so|>,"When you stress, research has shown that there is an increased release of a hormone that affects your brain.",<|endoftext|>
855,<|startoftext|>,Some bat species feed on blood.,<|and|>,In many cultures animals which feeds on blood are symbols of death and darkness.,<|notmiddleterm|>,Some bat species,<|and|>,In many cultures animals whichare symbols of death and darkness.,<|so|>,In many cultures some bats species are symbols of death and darkness.,<|endoftext|>
1347,<|startoftext|>,"The smaller your company is, the harder it is for you to use all these digital tools",<|and|>,Oracle is one of the largest companies developing computer hardware systems and enterprise softwareproducts,<|notmiddleterm|>,"The your is, the harder it is for you to use all these digital tools",<|and|>,Oracle is one of the developing computer hardware systems and enterprise softwareproducts,<|so|>,"For Oracle, It is not hard to use all the digital tools.",<|endoftext|>
1250,<|startoftext|>,"The basic causes of dehydration are not taking in enough water, losing too much water, or a combination of both.",<|and|>,Hot and humid weather and vigorous physical activity can further increase fluid loss from sweating.,<|notmiddleterm|>,"The basic causes of are not taking in enough , , or a combination of both.",<|and|>,Hot and humid weather and vigorous physical activity can further increasefrom sweating.,<|so|>,People living in hot and humid weather are more likely to get dehydrated.,<|endoftext|>
4,<|startoftext|>,Brain assumes that any information you’ve told to another person must be pretty important and tries to keep it longer.,<|and|>,When you want to teach others you tell them the information you have.,<|notmiddleterm|>,Brain assumes thatmust be pretty important and tries to keep it longer.,<|and|>,When you want to teach others ,<|so|>,When you want to teach others you keep the information longer.,<|endoftext|>
1769,<|startoftext|>,child labor interferes with their ability to attend regular school,<|and|>,Worldwide agriculture is the largest employer of kids for hand working.,<|notmiddleterm|>, interferes with their ability to attend regular school,<|and|>,Worldwide agriculture is the largest employer of,<|so|>,Worldwide agriculture is the largest employer that interferes with children's ability to attend regular school,<|endoftext|>
1194,<|startoftext|>,Planned people are more satisfied in their lives.,<|and|>,People who are conscientious are disciplined.,<|notmiddleterm|>, more satisfied in their lives.,<|and|>,who conscientious .,<|so|>,Conscientious people are more satisfied in their lives.,<|endoftext|>
922,<|startoftext|>,Someone on the students from a high school's flight was suspected of having the flu.,<|and|>,"When someone on the flight is suspected of having the flu, other passenger should be placed in medical isolation.",<|notmiddleterm|>,on the students from a high school's was ,<|and|>,"When on the is , other passenger should be placed in medical isolation.",<|so|>,Students from a high school should be placed in medical isolation.,<|endoftext|>
758,<|startoftext|>,Quality dark chocolate is rich in fiber,<|and|>,Eating food that contain large amounts of fiber can help with digestion,<|notmiddleterm|>,Quality dark chocolate,<|and|>,Eating food that  can help with digestion,<|so|>,Eating quality dark chocolate can help with digestion,<|endoftext|>
1905,<|startoftext|>,Drinking alcohol can slow down your reflexes and decrease the ability to understand and react immediately to changing situations.,<|and|>,Slow reflection puts the driver at risk of an accident or highway injury.,<|notmiddleterm|>,Drinking alcohol canyour and decrease the ability to understand and react immediately to changing situations.,<|and|>,puts the driver at risk of an accident or highway injury.,<|so|>,Drinking alcohol puts the driver at risk of an accident or highway injury.,<|endoftext|>
1275,<|startoftext|>,"The Mediterranean diet, is rich in olive oil, with favorable effects on body weight.",<|and|>,Eating excessive amounts of fat causes weight gain.,<|notmiddleterm|>,"The Mediterranean diet, is rich in olive , with ",<|and|>,Eating excessive amounts of causes,<|so|>,Consuming olive oil does not appear to increase the likelihood of weight gain in Mediterranean diet.,<|endoftext|>
641,<|startoftext|>,"When the boss is not available,workers tend to operate independently",<|and|>,Autonomous work is usually observed in chaotic workplaces,<|notmiddleterm|>,"When the boss is not available,tend to",<|and|>, is usually observed in chaotic ,<|so|>,Chaotic workplaces are observed when the boss is not available,<|endoftext|>
57,<|startoftext|>,"The effects of selenium was only associated with selenium obtained through foods, not supplements.",<|and|>,Having a highblood level of selenium defended against certain types of cancer.,<|notmiddleterm|>,"The effects of was only associated with obtained through foods, not supplements.",<|and|>,Having a highblood level of defended against certain types of cancer.,<|so|>,People consuming selenium supplements may not benefit from selenium effects on cancer.,<|endoftext|>
943,<|startoftext|>,Another ancient method of making glass that is still used today is casting.,<|and|>,Casting involves making a clay form in which the shape of the glass container is carved.,<|notmiddleterm|>,Another ancient method of making that is still used today is .,<|and|>,involves making a clay form in which the shape of the container is carved.,<|so|>,Another ancient method of making glass that is still used today is making a clay form in which the shape of the glass container is carved.,<|endoftext|>
2199,<|startoftext|>,Collecting pair of each animal was intended to prevent extinction.,<|and|>,Noah the prophet gathered couples from each species.,<|notmiddleterm|>, was intended to prevent extinction.,<|and|>,Noah the prophet ,<|so|>,Noah intended to prevent extinction.,<|endoftext|>
2021,<|startoftext|>,Circulation of hot and cold air in the closed space rises the temperature.,<|and|>,Electronic heaters develop convection in the room.,<|notmiddleterm|>, rises the temperature.,<|and|>,Electronic heaters develop,<|so|>,Electronic heaters rises the temperature.,<|endoftext|>
918,<|startoftext|>,Biogas produced from cow dung generally consists of methane.,<|and|>,The things that consist of methans are a major greenhouse gas and contributes to global warming,<|notmiddleterm|>,produced from cow dung generally,<|and|>,The things that  are a major greenhouse and contributes to global warming,<|so|>,Biogas produced from cow dung generally are a major greenhouse gas and contributes to global warming.,<|endoftext|>
1237,<|startoftext|>,Muslim Americans have a generally positive view of the larger society.,<|and|>,many Muslims are relative newcomers to the U.S.,<|notmiddleterm|>,have a generally positive view of the larger society.,<|and|>,many are relative newcomers to the,<|so|>,relative newcomers have a generally positive view of the larger society.,<|endoftext|>
1293,<|startoftext|>,Alzheimer’s disease is a devastating condition that causes memory loss and negatively affects thinking and behavior.,<|and|>,Oxidative stress is believed to be involved in both the onset and the progression of neurological diseases like Alzheimer’s disease.,<|notmiddleterm|>, is a devastating condition that causes memory loss and negatively affects thinking and behavior.,<|and|>,Oxidative stress is believed to be involved in both the onset and the progression of neurological diseases like ,<|so|>,Oxidative stress is believed to be involved in a devastating condition that causes memory loss and negatively affects thinking and behavior.,<|endoftext|>
2115,<|startoftext|>,Efforts to find a new route to India resulted in the discovery of America.,<|and|>,Columbus sailed across the Atlantic Ocean hoping to find a new route to India.,<|notmiddleterm|>, resulted in the discovery of America.,<|and|>,Columbus sailed across the Atlantic Ocean ,<|so|>,Columbus sailings resulted in the discovery of America.,<|endoftext|>
1076,<|startoftext|>,"Whatever produce Microscopic pollutants in the air can slip past our body's defences, penetrating deep into our respiratory and circulatory system.",<|and|>,Air pollutions produce Microscopic pollutants in the air.,<|notmiddleterm|>,"Whatever produce  can slip past our body's defences, penetrating deep into our respiratory and circulatory system.",<|and|>,Air pollutions produce,<|so|>,"Air pollutions can slip past our body's defences, penetrating deep into our respiratory and circulatory system.",<|endoftext|>
444,<|startoftext|>,home-cooked food is made using fresh ingredients,<|and|>,fresh ingredients can significantly help with digestion,<|notmiddleterm|>,home-cooked food is made using ,<|and|>,can significantly help with digestion,<|so|>,home-cooked food can significantly help with digestion,<|endoftext|>
21,<|startoftext|>,the asphalt concrete with a bitumen binder is a non-cementitious type of concrete that exists with different methods of binding aggregate together,<|and|>,"those types of concrete that are produced with the use of uncommon ways of sticking masses to each other,are frequently used for road surfaces",<|notmiddleterm|>,the asphalt concrete with a bitumen binder is a non-cementitious type of concrete that ,<|and|>,are frequently used for road surfaces,<|so|>,the asphalt concrete with a bitumen binder is a non-cementitious type of concrete that is frequently used for road surfaces,<|endoftext|>
761,<|startoftext|>,When two or more companies merge there will be an increase in their resources,<|and|>,A growth in the capital is usually associated with lower prices of goods,<|notmiddleterm|>,When two or more companies merge there will be,<|and|>,is usually associated with lower prices of goods,<|so|>,"When two or more companies merge,there will be lower prices of goods",<|endoftext|>
42,<|startoftext|>,Depression and anxiety are closely related.,<|and|>,stress hormones speed heart rate and make blood vessels tighten,<|notmiddleterm|>,Depression and are closely related.,<|and|>,speed heart rate and make blood vessels tighten,<|so|>,Depression and speeding heart rate and making blood vessels tighten are closely related,<|endoftext|>
2562,<|startoftext|>,"most aqueducts, bridges, canals, railroads, roads, and tunnels came under government control in the late 19th and early 20th centuries",<|and|>,administrative authority over transport infrastructures contributed to the nationalization of inter-city passenger rail-service with the establishment of Amtrak,<|notmiddleterm|>, in the late 19th and early 20th centuries,<|and|>,contributed to the nationalization of inter-city passenger rail-service with the establishment of Amtrak,<|so|>,the nationalization of inter-city passenger rail-service with the establishment of Amtrak happened in the late 19th and early 20th centuries,<|endoftext|>
588,<|startoftext|>,Numerous learning styles put endless possibilities in front of us for creating teachable moments,<|and|>,Teachers have to use various learning techniques,<|notmiddleterm|>,put endless possibilities in front of us for creating moments,<|and|>,have to use ,<|so|>,Teachers have endless possibilities in front of them for creating teachable moments,<|endoftext|>
1018,<|startoftext|>,"During echolocation, a whale (or dolphin) emits high-pitched sounds that bounce off objects and reflect back to the whale.",<|and|>,"After bouncing off objects and reflecting back to the whale, the reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.",<|notmiddleterm|>,"During echolocation, a whale (or dolphin) emits high-pitched sounds that ",<|and|>,"After, the reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.",<|so|>,"During echolocation, a whale (or dolphin) emits high-pitched sounds that the reflected sound gives the whale an impressive amount of information about an object, including size, shape, density, position, distance, and speed of movement.",<|endoftext|>
2045,<|startoftext|>,Seismically threatened locations are prone to encounter catastrophic obliterations.,<|and|>,Tehran is located in a region with very high risk of seismic activity.,<|notmiddleterm|>,are prone to encounter catastrophic obliterations.,<|and|>,Tehran is located in ,<|so|>,Tehran is prone to encounter catastrophic obliterations.,<|endoftext|>
2096,<|startoftext|>,"consumption of dead parts of the body, offers cells a chance to rehabilitate damaged organs.",<|and|>,Useful parasites feed off their hosts' dead organs.,<|notmiddleterm|>,", offers cells a chance to rehabilitate damaged organs.",<|and|>,Useful parasites ,<|so|>,Useful parasites offer cells a chance to rehabilitate damaged organs.,<|endoftext|>
601,<|startoftext|>,People who spend most of their time with children must consider quitting smoking,<|and|>,Babysitters struggle with children during the day,<|notmiddleterm|>,People whotheir must consider quitting smoking,<|and|>,Babysitters with ,<|so|>,Babysitters must consider quitting smoking,<|endoftext|>
1891,<|startoftext|>,Neil Alden Armstrong was the first person who walk on the Moon.,<|and|>,Going to the moon was one of the oldest dreams of human beings.,<|notmiddleterm|>,Neil Alden Armstrong was thefirst personwho ,<|and|>, was one of the oldest dreams of human beings.,<|so|>,Neil Armstrong was the first person who made one of the oldest dreams of mankind come true.,<|endoftext|>
2651,<|startoftext|>,"the diverse stones forming circles aligned to the shore, are usually of varying resistance, so the coastline forms distinctive landforms, such as coves",<|and|>,a concordant coastline is a coastline where bands of different rock types run parallel to the shore,<|notmiddleterm|>,", are usually of varying resistance, so the coastline forms distinctive landforms, such as coves",<|and|>,a concordant coastline is a coastline where ,<|so|>,"a concordant coastline is a coastline with rocks of varying resistance, so the coastline forms distinctive landforms, such as coves",<|endoftext|>
282,<|startoftext|>,Helping against bacterial infection could reduces inflammation.,<|and|>,"When treating severe gum disease like periodontits, use of aloe vera gel may help against bacterial infection.",<|notmiddleterm|>, could reduces inflammation.,<|and|>,"When treating severe gum disease like periodontits, use of aloe vera gel may ",<|so|>,"When treating severe gum disease like periodontits, use of aloe vera gel could reduces inflammation.",<|endoftext|>
866,<|startoftext|>,"Unlearning useless memories or noise that has been acquired during the day make leaves space for relevant, useful memories to be strengthened.",<|and|>,Some theorists have proposed that dreams function to unlearn useless memories or noise that has been acquired during the day,<|notmiddleterm|>," make leaves space for relevant, useful memories to be strengthened.",<|and|>,Some theorists have proposed that dreams function to ,<|so|>,"Some theorists have proposed that dreams function to leave space for relevant, useful memories to be strengthened.",<|endoftext|>
1564,<|startoftext|>,Overfishing can destroy the marine ecology.,<|and|>,aquatic environment destruction leads to completely disrupting the food chain .,<|notmiddleterm|>,Overfishing can ,<|and|>,leads to completely disrupting the food chain .,<|so|>,Overfishing can lead to completely disrupting the food chain,<|endoftext|>
179,<|startoftext|>,Direct democracy is a political system where the citizens participate in the decision-making personally,<|and|>,"to many anarchists, the only form of democracy considered acceptable is direct democracy",<|notmiddleterm|>, is a political system where the citizens participate in the decision-making personally,<|and|>,"to many anarchists, the only form of democracy considered acceptable is",<|so|>,"to many anarchists, the only form of democracy considered acceptable is the one where the citizens participate in the decision-making personally",<|endoftext|>
1869,<|startoftext|>,Rappers produce songs using repetitive beats.,<|and|>,frequent beats are originated from American classic records.,<|notmiddleterm|>,Rappers produce songs using,<|and|>, are originated from American classic records.,<|so|>,Rappers produce songs with the help of American classic records.,<|endoftext|>
695,<|startoftext|>,Less reparation costs are usually associated with lower wages,<|and|>,"When working on an online platform, You can choose to outsource work to virtual assistants in countries where the cost of living is much lower",<|notmiddleterm|>,are usually associated with lower wages,<|and|>,"When working on an online platform, You can choose to outsource work to virtual assistants in countries where the ",<|so|>,"When working on online platform, You You can choose to outsource work to virtual assistants in countries where wages are lower",<|endoftext|>
2600,<|startoftext|>,shifting cultivation is practiced mainly in areas with abundant rainfall where the forest regenerates quickly,<|and|>,"Northeast India, Southeast Asia, and the Amazon Basin receive plentiful downpour and woodlands rapidly revitalize",<|notmiddleterm|>,shifting cultivation is practiced mainly in areas ,<|and|>,"Northeast India, Southeast Asia, and the Amazon Basin",<|so|>,"shifting cultivation is practiced mainly in Northeast India, Southeast Asia, and the Amazon Basin",<|endoftext|>
1489,<|startoftext|>,"working on an ordered group, direct to faster, cheaper, and more efficient production.",<|and|>,"after industrial revolution, factories employed people to work on an organized production team.",<|notmiddleterm|>,", direct to faster, cheaper, and more efficient production.",<|and|>,"after industrial revolution, factories employed people ",<|so|>,"after industrial revolution, factories direct to faster, cheaper, and more efficient production.",<|endoftext|>
635,<|startoftext|>,A happy work environment spurs a positive attitude towards work,<|and|>,Positivity about work can help boost productivity,<|notmiddleterm|>,A happy work environment spurs a towards ,<|and|>,about can help boost productivity,<|so|>,A happy work environment can help boost productivity,<|endoftext|>
1954,<|startoftext|>,Jack underwent long days without sleeping and participating in any entertainment.,<|and|>,So much work and no fun deteriorate the mental state of a person.,<|notmiddleterm|>,Jack ,<|and|>,deteriorate the mental state of a person.,<|so|>,Jack’s mental state was deteriorated.,<|endoftext|>
2014,<|startoftext|>,Yugi finally managed to decipher mysterious prehistoric puzzle box.,<|and|>,Solving enigmatic ancient puzzle gifts the solver with Godly powers.,<|notmiddleterm|>,Yugi finally managed to ,<|and|>, gifts the solver with Godly powers.,<|so|>,Yugi is gifted with Godly powers.,<|endoftext|>
2289,<|startoftext|>,The increased accessibility of food worldwide means each food item is potentially in-season throughout the year,<|and|>,more foods are available to us from all over the world thanks to improvements in the factory farming process,<|notmiddleterm|>,means each food item is potentially in-season throughout the year,<|and|>,thanks to improvements in the factory farming process,<|so|>,Each food item is potentially in-season throughout the year thanks to improvements in the factory farming process.,<|endoftext|>
148,<|startoftext|>,When we don’t understand the incidents we start to gossip.,<|and|>,Gossiping rarely gets us to feel more confused and frightened.,<|notmiddleterm|>,When we don’t understand the incidents we,<|and|>,rarely gets us to feel more confused and frightened.,<|so|>,When we don’t understand the incidents we feel more confused and frightened.,<|endoftext|>
2688,<|startoftext|>,"Due to the unwanted ultimate outcomes,like constructional crumbles or budget exceedings,those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome",<|and|>,"projects of varying sizes may reach undesirable conclusions , such as structural collapse or cost overruns",<|notmiddleterm|>,",those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome",<|and|>,projects of varying sizes may,<|so|>,in projects of varying sizes those with experience in the field make detailed plans and maintain careful oversight during the project to ensure a positive outcome,<|endoftext|>
2225,<|startoftext|>,The Associated Press (AP) is an American not-for-profit news agency,<|and|>,non-profit organizations publish critisism against government more often.,<|notmiddleterm|>,The Associated Press (AP),<|and|>,publish critisism against government more often.,<|so|>,Associated Press publishes critisism against government more often.,<|endoftext|>
1086,<|startoftext|>,"Atherosclerosis is a disease characterized by fatty, artery-clogging deposits.",<|and|>,Consuming too much sugar especially from sugar-sweetened drinks has been kinked to atherosclerosis.,<|notmiddleterm|>,"is a disease characterized by fatty, artery-clogging deposits.",<|and|>,Consuming too much sugar especially from sugar-sweetened drinks has been kinked to .,<|so|>,"Consuming too much sugar especially from sugar-sweetened drinks has been kinked to a disease characterized by fatty, artery-clogging deposits.",<|endoftext|>
217,<|startoftext|>,Business architecture is defined as a blueprint of the enterprise that provides a common understanding of the organization and is used to align strategic objectives and tactical demands,<|and|>,People who develop and maintain business architecture are known as business architects,<|notmiddleterm|>, is defined as a blueprint of the enterprise that provides a common understanding of the organization and is used to align strategic objectives and tactical demands,<|and|>,People who develop and maintain business architecture are known as,<|so|>,"People who develop and maintain blueprints of the enterprise that provides a common understanding of the organization and is used to align strategic objectives and tactical demands,are known as business architects",<|endoftext|>
1265,<|startoftext|>,"Our cells need water to synthesize energy, especially important if you want to get through a tough workout.",<|and|>,Not drinking enough water can lead to dehydration.,<|notmiddleterm|>,"Our cells need to synthesize energy, especially important if you want to get through a tough workout.",<|and|>,Not drinking enough can lead to dehydration.,<|so|>,Working out in a state of dehydration will lead to cell’s insufficiency to synthesize energy.,<|endoftext|>
1098,<|startoftext|>,The raised blood pressure may damage the arteries leading to the heart.,<|and|>,Eating too much salt cause the raised blood pressure.,<|notmiddleterm|>, may damage the arteries leading to the heart.,<|and|>,Eating too much salt cause,<|so|>,Eating too much salt cause damaging the arteries leading to the heart.,<|endoftext|>
776,<|startoftext|>,A good financial planning will help you save money,<|and|>,Reserving cash can particularly prove beneficial when a breadwinner becomes unable to work,<|notmiddleterm|>,A good financial planning will help you ,<|and|>, can particularly prove beneficial when a breadwinner becomes unable to work,<|so|>,A good financial planning can particularly prove beneficial when a breadwinner becomes unable to work,<|endoftext|>
674,<|startoftext|>,Individuals convicted of reckless driving will face higher insurances rates,<|and|>,More assurance costs are usually associated with higher tax rates,<|notmiddleterm|>,Individuals convicted of reckless driving will face ,<|and|>,More are usually associated with  tax ,<|so|>,Individuals convicted of reckless driving will face higher tax rates,<|endoftext|>
